id,name,first_name,birth_date,birthplace_notes,rank_id,birth_place_id
27008,Feusi,Josef,1920,,,
27009,Kuhn,Roland,04.03.1912,,,
27010,Porret,Albert,,,,
27011,Hadorn,Hans,1915,,,
27012,Borle,Henri,16.05.1889,,,1136
27013,Krapf,Kurt,09.07.1907,,,2
27014,"Comtesse-Rübel","Frédéric H.",18.02.1913,,0,32
27015,Payot,Francis,,,,
27016,Guth-Dreyfus,Hans,18.04.1913,,,10
27017,"Beust, von","Adolf Friedrich Theophil Hans",1889,,,
27018,Padlina,Giuseppe,,,,
27019,"Müller","Maurice E.",28.03.1918,,2,62
27020,Rutishauser,Werner,,,,
27021,Genoud,Lucien,16.05.1903,,,20
27022,Airoldi,Leone,27.03.1892,,,
27023,Clivaz,Jean-Francis,,,,
27024,"Wüst",Hans,,,,
27025,Patocchi,Aldo,22.07.1907,,,
27026,Junet,"Robert M.",20.02.1907,,,
27027,"Früh",Jakob,,,,
27028,Rohrer,Fritz,,,,
27029,Haas,Albert,1905,,,
27030,Balmer,Adolf,,,,
27031,Escher,Joseph,,,,
27032,Helbing-Sarasin,Heinz,11.08.1907,,,17
27033,Koegel,Otto,27.07.1893,,,
27034,Zbinden,Hans,26.08.1893,,,
27035,Thalmann,Walter,25.03.1904,,,
27036,Joho,Jakob,15.04.1891,,0,
27037,Jost-Tschopp,Friedrich,1895,,,
27038,Rauscher,Manfred,23.02.1904,,,1804
27039,Haldemann,Ernst,1899,,,
27040,Vogt,Ernst,,,,
27041,Maurer-Buser,Rheinold,,,,
27042,Perucchi,Andrea,,,,
27043,Teobaldi,Alfred,31.10.1897,,,
27044,Schmidt,Samuel,,,,
27045,Steiger,"Jakob 2",,,,
27046,Schwyter,Albert,,,,
27047,Haldy,Marc,,,,
27048,Rudolf,Friedrich,,,,
27049,Yersin,Numa,,,,
27050,Elwert,Eduard,1893,,,
27051,Roesgen,Marcel,05.08.1897,,,
27052,Meier,Jacques,,,,
27053,"Kläy",Wilfried,,,,
27054,"Münch",Albert,,,,
27055,Steimer,Robert,1912,,,
27056,Frey,Edwin,,,,
27057,Pfenninger,Ernst,,,,
27058,Senn,Josef,,,,
27059,Fruhstorfer,Edgar,,,,
27060,Ambord,Lucien,,,,
27061,"Nägeli",Elisabeth,17.07.1897,,,
27062,Steck,Werner,08.12.1893,,2,50
27063,Sonder,"J. P.",,,,
27064,Hartmann,Paul,,,,
27065,"Schärer",Otto,,,,
27066,"Büchi",Adolf,,,,
27067,Jeanbourquin,Joseph,,,,
27068,Krebs,"Ernst 2",26.02.1903,,,
27069,Chavaz,Fernand,,,,
27070,Solari,Renato,,,,
27071,Bruggmann,"Jean Carl",1914,,,
27072,Eckert,Jean,18.12.1925,,,
27073,Jung,Albert,1901,,,
27074,Kesselring,Hans,,,,
27075,Farron,"Paul E.",,,,
27076,Ott,"Adolf 2",,,,
27077,Hunziker,Walter,27.03.1899,,,
27078,Sassi,Albert,,,,
27079,Favre,"André 2",,,,
27080,Fromaigeat,Georges,,,,
27081,"Düby",Oscar,21.12.1904,,,
27082,Rudolf,Anton,,,,
27083,Schuler,"Hans Werner",24.09.1889,,,
27084,Chessex,Charles,1901,,,
27085,Chinet,Charles,,,,
27086,Stadelmann,Josef,12.03.1893,,,
27087,Morier,"Gérard",11.05.1914,,0,
27088,Brandenberger,Walter,,,,
27089,Zimmermann,Carl,,,,
27090,"Schürer",Max,18.04.1910,,,919
27091,Schmid,Oscar,,,,
27092,Lienhard,Albert,1889,,,
27093,Lingg,Otto,,,,
27094,Wieser,Markus,1935,,,
27095,Leu,Georg,22.12.1901,,,
27096,Michel,Oskar,1902,,,
27097,Mentha,Henri,1899,,,
27098,Etter,Karl,1902,,,
27099,Hartmann,Theodor,,,,
27100,Baumgartner,"Walter 2",21.03.1912,,,
27101,"Gmür",Viktor,,,,
27102,Wyss,"Oscar 2",01.08.1903,,,
27103,Perret-Roulet,"Françoise",,,,
27104,Dubois,Victor,,,,
27105,Pontesegger,Helmut,,,,
27106,Brunner,Werner,30.06.1904,,,
27107,Aubry,Paul,19.03.1918,,,
27108,Nager,Walter,09.01.1921,,0,
27109,Benoit,Pierre,,,,
27110,Braunschweig,Robert,25.08.1914,,0,
27111,"Römer",Otto,,,,
27112,Pedrini,Aldo,,,,
27113,Burckhardt,Eduard,1893,,,
27114,Affolter,Walter,,,,
27115,Baer,Jean-Georges,12.02.1902,,,472
27116,Liesch,Walter,13.01.1898,,,
27117,Fisch,Hermann,,,,
27118,Lehmann,Adolf,,,,
27119,Buri,Max,23.06.1896,,,
27120,Walder,Anna,01.03.1894,,,
27121,Seiter,Willy,,,,
27122,"Müller-Soutter",Charles,1895,,,
27123,Ganz,Ernst,,,,
27124,Viscardi,Carlo,1900,,,2634
27125,Rammelmeyer,"Franz B.",,,,
27126,Ferrari,"Eugène",20.04.1898,,3,
27127,Virieux,Albert,,,,
27128,Cottier,Henry,28.05.1897,,,67
27129,Kopp,"Max 2",16.01.1891,,,
27130,Baud-Bovy,Samuel,27.11.1906,,,20
27131,Paleari,Giorgio,11.09.1895,,,
27132,Gasser,"Elsa Felicya",06.06.1896,,,
27133,Gut,Benno,01.04.1897,,,
27134,Tresch,Paul,,,,
27135,Aubert-Naville,"Charles Ernest",1914,,,
27136,Naef,Karl,11.10.1894,,,
27137,Dubois,Bernard,28.06.1927,,,
27138,Moppert,Gustave,1888,,0,
27139,Diener,Josef,,,,
27140,Egli,Hermann,,,,
27141,Clerc,Jean,15.12.1899,,,
27142,"Nüssli",Hans,,,,
27143,Mehnert-Frey,Eric,1899,,,
27144,"Kellermüller",Alfred,1895,,,
27145,"Fässler",Johann,05.05.1887,,,
27146,"Jéquier-Doge",Edouard,12.02.1907,,,244
27147,Wyss,Jean,17.01.1902,,,
27148,Hunziker,Erwin,04.06.1905,,,
27149,Cavin,"Frédéric",,,,
27150,"Müller-Ecuvillon",Josef,15.02.1887,,,3
27151,Gumy,Ernest,,,,
27152,"Hüni",Albert,1904,,,33
27153,Bloch,Marcel,,,,
27154,Calgari,Guido,13.12.1905,,,594
27155,Zingg,Edwin,,,,
27156,Britschgi,Joseph,,,,
27157,Zwinggi,Ernst,23.08.1905,,,50
27158,Hug,Emil,,,,
27159,Desax,Joseph,19.07.1887,,,
27160,Steinmann,Dieter,,,,
27161,Jost,Paul,1914,,,
27162,Hatt,Paul,,,,
27163,Ross,Alois,,,,
27164,Chardonnens,Jules,1901,,,
27165,Massy,Henri,,,,
27166,Soldati,Guido,,,,
27167,Bider,"Max Martin",13.05.1899,,,
27168,Gantenbein,Andreas,1899,,,
27169,Stampfli,Hans,,,,
27170,Schoenlank,Werner,1892,,,
27171,Sahli,Fritz,,,,
27172,Hartmann,"Milton Ray",05.04.1898,,,
27173,Senn,Leo,,,,
27174,Marending,Walter,,,,
27175,Steinegger,Hans,30.05.1917,,,
27176,Gsell,Emil,12.04.1899,,,2635
27177,Portmann,Max,1913,,,
27178,"Bühler",Tobias,,,,
27179,Ott,Adolf,29.05.1906,,2,
27180,"Burg, von","Joseph 2",25.03.1912,,,2636
27181,Sager,Arnold,,,,
27182,Landolt,"Maximilian Karl",19.10.1899,,,
27183,"Kalbermatten, de",Arnold,06.05.1891,,,155
27184,Jegher,"Peter Augustin",1901,,,
27185,Neff,Giacomo,15.01.1905,,,
27186,Alblas,"René-A.",24.09.1896,,,
27187,Darbre-Garnier,Yvonne,21.07.1901,,,
27188,Zwahlen,Otto,,,,
27189,Rossi,Remo,27.09.1909,,,309
27190,"Käsermann",Hans,04.09.1915,,,405
27191,Christen,Alex,25.07.1901,,,
27192,Grob,Oskar,,,,
27193,Merkelbach,Otto,19.05.1901,,,
27194,Rivier,"Henri 2",1920,,,
27195,Favre,"Louis-André",15.04.1920,,,
27196,Leimbacher,Paul,,,,
27197,Gianella,Riccardo,24.02.1893,,,
27198,Kunz,"Gottfried 2",,,,
27199,Bruggisser,Hellmut,,,,
27200,Giauque,"Elisabeth (Bertha Elsa)",15.11.1900,,,
27201,Trachsel,Gottfried,21.03.1912,,0,
27202,Husi,Fritz,1905,,5,
27203,Seippel,Claude,14.06.1900,,,10
27204,Kaltbrunner,William,,,,
27205,Houriet,Jean,,,,
27206,Giger,Hans,21.09.1906,,,
27207,Meili,Richard,28.02.1900,,,39
27208,Droz,Heinrich,07.05.1890,,,
27209,Chappuis,Louis,,,,
27210,Dasen,"René",,,,
27211,Piller,Louis,,,,
27212,Huonder,Felix,1886,,,
27213,Antognini,"Francesco 2",,,,
27214,Egger,Ignaz,,,,
27215,Zschokke,Fridtjof,1902,,,
27216,Walcher,Robert,,,,
27217,Kraut,Karl,,,,
27218,Leuch,Hans,,,,
27219,Nicole,Marcel,15.01.1909,,,162
27220,Meylan,Carl(o),28.10.1900,,,
27221,Visinand,"René",1897,,,
27222,Kern,Theodor,20.04.1902,,,
27223,Strupler,Walter,,,,
27224,Bosshardt,Alfred,05.04.1899,,,
27225,Zorzi,Sergio,,,,
27226,Giroud,Edmond,30.12.1893,,0,555
27227,Haenni,Georges,02.09.1896,,,
27228,Rehfuss,Erwin,06.03.1895,,,
27229,Schmid,Edmund,,,,
27230,Steiger,"Viktor Jakob",,,,
27231,Amez-Droz,Albert,1894,,,
27232,Clausen,Alfred,,,,
27233,Reverdin,Paul,1885,,,
27234,Paillard,Jules,,,,
27235,Paschoud,Henri,,,,
27236,"Högger",Dieter,08.08.1911,,,
27237,Maier-Neff,Richard,07.04.1916,,,
27238,Horber,Balz,1945,,5,409
27239,Wehrli-Keiser,Bernhard,03.09.1917,,,
27240,Dickenmann,Hans,28.06.1924,,,
27241,Egger,"Eugène J.",07.01.1920,,,39
27242,Allemann,Hugo,10.01.1921,,3,2637
27243,Schwendimann,Armin,25.05.1936,,,
27244,Zimmermann,Karl,1922,,,
27245,Stamm,Bernhard,24.11.1920,,3,
27246,Ulrich,"Rudolf 2",1939,,,
27247,Neukomm,Willy,27.08.1918,,2,2369
27248,"Böhlen",Bruno,21.10.1930,,,
27249,Jaccard-Jaussi,Maurice,08.07.1917,,,
27250,Naef,"Hans Ernst",1918,,,
27251,Gygax,Siegfried,,,,
27252,"Wüest",Josef,1944,,,
27253,Favre,Jean,1925,,,
27254,"Fürstenberger",Dieter,1938,,,
27255,Moser,Emilio,1917,,,
27256,Jutzi,Werner,1924,,,
27257,Hartmann,"Karl 2",1938,,,
27258,"Krähenbühl",Heinrich,1934,,,
27259,Casetti,Guido,29.03.1935,,,2638
27260,Lauber,Fritz,12.06.1917,,,
27261,Arnaud,"André",1924,,,
27262,"Schälchli",Jakob,1928,,,
27263,Mayer,Michel,,,,
27264,Wallimann,Walter,1917,,,
27265,Ramuz,"Aimé",1920,,,
27266,Probst,Peter,1936,,5,
27267,Huber,"Otto 2",13.08.1916,,,2319
27268,"Dütsch",Hans-Ulrich,26.10.1917,,,
27269,Staub,Paul,,,,
27270,Vernet-Mussard,Jaques,17.03.1926,,,20
27271,Walthert,Robert,1915,,,
27272,"Gilliéron",Felix,1917,,,
27273,Blanc,Bernard-Henri,28.04.1930,,,67
27274,Pasche,Georges,1917,,,
27275,Steiner,Franz,13.07.1924,,,2639
27276,"Plüss",Hans,02.09.1918,,,17
27277,Gehr,Baptist,1941,,,
27278,"Kneubühler",Heinz,1931,,3,
27279,Lareida,Kurt,24.04.1923,,,81
27280,Zufferey,Antoine,1928,,,157
27281,Rietmann,Max,1923,,,
27282,"Hörning","Walo (Walter)",07.09.1910,,0,
27283,"Müller",Hans-Rudolf,1921,,,
27284,Ghirlanda,Elio,1924,,,
27285,Suter,Theo,1916,,,
27286,Sutter,Ulisse,1939,,,
27287,"Müller",Edmund,21.08.1926,,9,
27288,Siegwart,Yvo,,,,
27289,Reymond,Jean-Jacques,1932,,,
27290,Hofer,Hermann,1917,,,
27291,Schlumpf,Rudolf,1914,,,
27292,Tripet,Edgar,1930,,,
27293,Kuhn,Robert,1918,,,
27294,Pfaffhauser,Fabio,,,,
27295,Sahli,Benedicht,,,,
27296,Waeber,Arnold,27.01.1923,,3,2640
27297,Aellig,Beat,1941,,0,
27298,Anderes,Bernhard,1934,,,
27299,Burkhalter,Willy,1946,,,
27300,Campanini,Nino,1921,,,
27301,Paul,Peter,1941,,,
27302,Zimmerli,Ernst,1915,,,
27303,Haab,Walter,,,1,
27304,Actis,Jean,24.03.1929,,,
27305,Aebli,Dietegen,1915,,,
27306,Wyss,Fritz,,,,
27307,Breitschmid,Martin,1919,,,
27308,Schluep,Stefan,,,,
27309,Fritzsche,Robert,15.06.1919,,,
27310,Bauer,Jakob,1914,,,
27311,Wellinger,Karl,13.01.1918,,,
27312,Schenker,Urs,1925,,,
27313,Ribi,Edgar,1927,,,
27314,"Bächtold",Kurt,13.11.1918,,5,
27315,"L'Eplattenier",Roger,1920,,,
27316,Ulrich,Walter,1924,,,
27317,Stahel,Manfred,1942,,,
27318,"Schroeder, von",Felix,1916,,,
27319,Pictet-Barbey,Jean-Michel,1925,,,
27320,Enzmann,Theodor,1921,,,
27321,Scherrer,Georges,,,,
27322,Leu,Walter,16.06.1934,,,
27323,"Müller","Walter Heinrich",30.06.1918,,,33
27324,Dinichert,"Paul 2",01.09.1914,,,
27325,Renfer,Hans-Rudolf,1918,,,
27326,Gutknecht,Bruno,,,,
27327,Bretscher,Ernst,1916,,,
27328,Luder,Walter,1924,,,
27329,Granacher,Albert,1917,,,
27330,Germann,Guido,,,,
27331,Neuhaus,Josef,27.03.1922,,,
27332,Ott,Charles,10.03.1927,,0,
27333,Casaulta,"Giachen Giusep",19.10.1919,,,
27334,"Bösiger",Alfred,25.04.1920,,,
27335,Blanchod,"Léon",,,,
27336,Kunz,"Heinrich 2",26.05.1922,,,
27337,Gubler,Heinz,1915,,,
27338,Perruchoud,Albert,12.10.1924,,,2641
27339,Gianetta,Alberto,1924,,,
27340,Moro,Osvaldo,1914,,,
27341,Peter,Hansheini,1924,,,
27342,"Clément",Bernard,,,,
27343,Hublard,Arthur,,,,
27344,Ludwig,Mario,06.06.1923,,,
27345,Dubochet,"Jean Emmanuel",24.06.1912,,,
27346,"Zähner",Walter,1925,,,
27347,"Müller","Walter 2",1918,,0,
27348,Wenger,Hans,1915,,,
27349,Ursprung,"Jörg",29.08.1919,,1,149
27350,Ryser,Walther,17.03.1916,,,
27351,Leuenberger,Hans-Rudolf,1913,,,
27352,Beutl,Kurt,,,,
27353,Ottrubay,Josef,02.08.1926,,,
27354,Lichtenhahn,Carlo,22.10.1914,,,
27355,Imesch,Ferdinand,19.09.1928,,0,
27356,Rochaix,Michel,1915,,,
27357,Baer,Hans,1917,,,
27358,Bodmer,Daniel,09.08.1917,,,
27359,Retornaz,"René",1917,,,
27360,Blumenthal,Arthur,1930,,,
27361,Schweizer,Hans-Ulrich,1934,,,
27362,Crivelli,Carlo,12.09.1939,,,
27363,Hess,Christian,1938,,,
27364,Durgniat,Marcel,,,,
27365,Schutz,Jakob,08.03.1918,,,
27366,Delaloye,Bernard,1925,,,
27367,Bodmer,"Hans 2",1923,,,
27368,"Götte",Hanspeter,1941,,,
27369,"Haller, de",Yves,1927,,,
27370,Pfund,Carl,1935,,,
27371,Saladin,Peter,04.02.1935,,1,17
27372,Tresch,"Peter Andreas",1933,,,
27373,Hidber,"Carl F.",15.01.1932,,,2
27374,Romann,Ernst,12.04.1930,,,
27375,"Wartburg, von",Jean-Pierre,25.05.1931,,3,50
27376,Boissonnas,"Luc Antoine",1924,,,
27377,Gartenmann,Emil,1926,,,
27378,Deleysin,Henri,,,,
27379,Glasson,Bernard,18.06.1913,,0,
27380,Graf,Max,1910,,,
27381,"Wälchli",Max,1917,,,
27382,Pasche,Jean-Jacques,1920,,,
27383,Hess,"Emil 2",14.02.1911,,3,1966
27384,Kaspar,Claude,24.05.1931,,,2
27385,Giroud,"Marie-Hélène",,,,
27386,Alder,Ernst,1929,,,
27387,Geissmann,Elisabeth,,,,
27388,Hofer,"Hans 2",28.09.1913,,1,
27389,Fries,Hanny,27.11.1918,,,10
27390,Rima,Alessandro,10.03.1920,,,
27391,Hoppeler,"Hans 2",1921,,,
27392,"Trüeb","Ernst Urs",07.11.1924,,,33
27393,"Stüdeli",Rudolf,1927,,,
27394,Poretti,Guelfo,1920,,,
27395,Michlig,Gaston,,,,
27396,Bourqui,Paul,16.07.1922,,,
27397,Bacher,Jean,13.08.1923,,,
27398,Ding,Jean-Pierre,1941,,,
27399,Wegmann,Karl,1915,,,
27400,Capaul-Hunkeler,Duri,22.05.1923,,,
27401,Krebs,Willy,1922,,,
27402,Moren,Pierre,1928,,,
27403,"Kästli",Theodor,1925,,,
27404,Blumer,Ernst,1917,,,
27405,Sprecher,Josias,09.03.1911,,,
27406,Rossier,"Jean 3",,,,
27407,Krippendorf,Jost,20.12.1938,,,50
27408,Wyler,Heinrich,1945,,,
27409,Bron,Raymond,1942,,,
27410,Moser,Viktor,1948,,,
27411,Tschannen,"Max Werner",1929,,,
27412,Leemann,Eduard,1921,,,
27413,Etter,Jakob,1937,,,
27414,Erismann,"Theodor H.",29.08.1921,,,257
27415,Scheller,Hans,05.05.1918,,,
27416,Postizzi,Sergio,1918,,,
27417,Guldener,Hans,1917,,,
27418,"Madöry",Robert,1928,,,
27419,Carruzzo,"Félix",24.12.1925,,,2642
27420,"Bühler",Werner,,,,
27421,Angehrn,Otto,04.02.1916,,,793
27422,Hediger,Alois,,,,
27423,Muller,"Henry 2",1920,,,
27424,Jakob,Alfred,1924,,,
27425,Mauron,Jean-Louis,19.10.1920,,,
27426,Zehnder,Franz,1912,,,
27427,Lustenberger,Werner,1924,,,
27428,Matthey,Willy,21.08.1929,,,5
27429,Hanslin,"Randolph (Randolf)",1942,,,
27430,Hartmann,Hanspeter,01.05.1929,,,
27431,"Stämpfli-Lang","Karl Samuel",1920,,,
27432,"Schütz","André",1913,,,
27433,Varini,Alfonsito,1924,,,
27434,Allisson,Serge,1934,,,
27435,Giudici,Luciano,28.12.1938,,,
27436,Turian,Gilbert,05.12.1926,,,
27437,Weidmann,Hans,1925,,,
27438,Caratti,Sergio,1932,,,
27439,Bodmer,"Daniel Christoph Martin",07.11.1928,,,10
27440,"Kübler",Roger,1944,,,
27441,Ziswiler,Vinzenz,01.02.1935,,,21
27442,Fauconnet,Louis,03.11.1915,,,323
27443,Conca,Aldo,,,,
27444,Weiss,Heinrich,1921,,,
27445,Schweizer,Hanni,1926,,,
27446,Rossier,Claude,13.05.1921,,,
27447,Hunziker,Anton,1920,,,
27448,Galli,Roberto,1931,,,
27449,Chavanne-Schidlof,"André",02.07.1916,,,74
27450,Huwiler,Karl,,,,
27451,Fellmann,Niklaus,,,,
27452,Trachsler,Kurt,1943,,,
27453,Kammacher,Emma,14.05.1904,,,
27454,Nickler,Otto,1920,,,
27455,"Bähler",Willy,,,,
27456,Marfurt,Peter,,,,
27457,Lutz,Walter,1921,,,
27458,Schneider,Willy,1910,,,
27459,Broquet,Paul,,,,
27460,Bender,"Hermann K.",1915,,,
27461,Huggler,"Hansjörg",,,,
27462,Jung,Beat,1931,,,
27463,"Käppeli",Hans,,,,
27464,Locher,"Friedrich (Fritz)",13.03.1916,,0,78
27465,Gabus,Pierre,12.04.1919,,,
27466,Hatz,"Jörg",1938,,,
27467,Schmid,"Josef 2",,,,
27468,Meyer,Alfred,1941,,,
27469,Boos,Werner,,,,
27470,Aebi,Hans,24.07.1921,,,
27471,"Höppli",Gottlieb,,,,
27472,"Schär",Hugo,1927,,,
27473,Steiner,Eric,,,,
27474,Desjacques,Jean-Pierre,1935,,,
27475,Rossetti,Giulio,1920,,,
27476,Richard,Roland,,,,
27477,Othenin-Girard,Lucien,1922,,,
27478,Saxer,"Ulrich 2",1940,,,
27479,Jutz,Josef,1926,,,
27480,Beerli,Walter,1936,,,
27481,Corrodi,Max,,,,
27482,"Rüedi",Heinz,1912,,,
27483,Blumenstein,"Jürg",,,,
27484,Walser,Hermann,1934,,,
27485,Alder,Fritz,1916,,,
27486,Berthod,Paul,1940,,,
27487,Sartori,Heinz,,,,
27488,Brenni,Luigi,1944,,,
27489,Brem,Ernst,24.03.1922,,1,
27490,Liniger,Erika,1935,,,
27491,Bouvier,Nicolas,06.03.1929,,,2643
27492,Ballmer,Adolf,1913,,,
27493,"Lévy",Max,1918,,,
27494,Greule,Alfred,1911,,,
27495,Holliger-Hagmann,"Eugénie",1926,,,
27496,Sauter,Otto,1939,,,
27497,Bosshard,"Hans Heinrich",09.09.1925,,,33
27498,Campiche,Roland,15.07.1937,,3,118
27499,Soldati,Bruno,1915,,,
27500,Vuitel,Pierre,,,,
27501,Speck,Josef,1918,,,
27502,Mellini,Alvaro,,,,
27503,Lienert,Leo,26.04.1921,,,
27504,Keller,"Max Heinz",1925,,,
27505,Zbinden,Helmut,1917,,,
27506,Darbellay,Charly,1943,,,
27507,Tatti,Vincenzo,,,,
27508,Cloetta,Rosemarie,1924,,,
27509,Hartmann,Hansruedi,1933,,,
27510,Aegerter,Simon,1938,,,
27511,Palivoda,Robert,1939,,,
27512,"Montmollin, de",Bernard,04.05.1916,,0,14
27513,Feinstein-Rosenberg,Clara,07.05.1915,,,
27514,Claude,Armand,1940,,,
27515,Raselli,Raeto,12.09.1926,,,
27516,Reutter,"Fritz Walter",18.02.1927,,,
27517,Will,Max,1916,,,
27518,Berberat,"René",1935,,,
27519,Bordoli,Orazio,,,,
27520,Solms,Hugo,03.06.1920,,,
27521,Lingg,Konrad,,,,
27522,Uldry,Albert,1916,,1,
27523,Speziali,Barbara,,,,
27524,Baer,"Hans 2",1922,,,
27525,Rigoni,Raymond,,,,
27526,Borer,Willy,1931,,,
27527,"Hüssy","Johann Peter",,,,
27528,"Häuptli",Karl,,,,
27529,Minder,Rudolf,,,,
27530,Bosset,Eric,1917,,,
27531,Rohrer-Dillier,Walter,1926,,,
27532,Strub,Alfred,,,,
27533,Ziemba,"Waclaw S.",1918,,,
27534,"Böhler",Bernhard,,,,
27535,"Würsch",Adolf,1913,,,
27536,Enderle,Josef,1913,,,
27537,Stricker,Walter,24.11.1922,,,
27538,Bertschinger,Jean-Pierre,1924,,,
27539,Gossweiler,Hans,28.07.1912,,,
27540,Roth,Daniel,1920,,,
27541,Schenkel,"Jürg",1929,,,
27542,Agosti,Emilio,,,,
27543,Dubi,Jean,1926,,,
27544,Bosset,Alain,1916,,,
27545,Widmer,Alphonse,1919,,,
27546,Fanzun,Christian,1928,,,
27547,Wehrle,Reinhold,1930,,,
27548,Meier,Urs,1937,,,
27549,Schweizer,Paul,1909,,,
27550,Wechsler,Dora,,,,
27551,Hampel,Frank,11.02.1941,,,
27552,Wyder,"Theodor 2",03.08.1928,,0,
27553,Noverraz,Jean,1918,,,
27554,Stotzer,Jean-Claude,,,,
27555,Portmann,Hugo,,,,
27556,"Markóczy",Georg,1931,,,
27557,Fricker-Eggenschwiler,Gertrud,1913,,,
27558,Wermeille,Narcisse,,,,
27559,Flachsmann,Anton,1946,,,
27560,Curchod,"Joël",,,,
27561,Bolla,Augusto,05.10.1916,,,171
27562,"Bänninger",Hans,1912,,,
27563,Locher,Hans-Rudolf,1937,,,
27564,"Müller","Hans 3",1912,,,
27565,Terribilini-Fluck,Maria,1925,,,
27566,Wagner,Hugo,1915,,,
27567,Hauri,Hans-Heinrich,18.06.1924,,,2644
27568,Neher,Edwin,1924,,,
27569,Hegner,Franz,1919,,,
27570,"Elsässer",Max,1918,,,
27571,Metzener,"André",1921,,,
27572,Baltensperger,Max,1931,,,
27573,Giddey-Cornaz,Ernest,06.01.1924,,,287
27574,Jaeger,"Peter R.",06.06.1920,,,
27575,"Nüesch-Gautschi",Rosmarie,1928,,,
27576,Weibel,Jean-Pierre,1934,,,
27577,Samuel,Thomas,1928,,,
27578,Bender,Arthur,1919,,,
27579,Gasche,Theo,1924,,,
27580,Matthey,Emile,31.03.1915,,,235
27581,Haenni,Pierre-Pascal,1939,,,
27582,Schwarz,Edgar,1930,,,
27583,Cattori,Carlo,1935,,,
27584,Burkhard,Anton,1918,,,
27585,Roulet,Nicolas,1935,,,
27586,Gretler,Armin,1934,,,
27587,"Hüttinger",Eduard,06.01.1926,,,2079
27588,Desax,Carl,1916,,,
27589,Waser-Bodmer,"Peter Gaudenz",21.07.1918,,,10
27590,Weibel,Herbert,1912,,,
27591,"Kägi",Werner,26.08.1909,,,62
27592,"Müller","Hermann 3",1924,,,
27593,Fritschi,Werner,,,,
27594,Fallet,Georges,16.08.1918,,,
27595,Hofmann,Robert,1934,,,
27596,Auberson,"René",,,,
27597,Peter,"Hans Balz",1941,,,
27598,Rudolf,Robert,1925,,,
27599,"Schürch",Eugen,1914,,,
27600,Futter,Hans,22.09.1925,,0,
27601,Zihler,"Jürg",,,,
27602,Leuppi,Felix,1918,,,
27603,Meury,Albert,,,,
27604,Tchicaloff,Michel,1918,,,
27605,Balemi,Gabriele,1940,,,
27606,Freudiger,Kurt,1912,,,
27607,Liechti,Alfred,,,,
27608,Jakob,Gotthard,1914,,,
27609,Severe,Sergio,,,,
27610,"Brühwiler",Hans,,,,
27611,Litschgi,Peter,1945,,,
27612,Wiedenmeier,Josef,,,,
27613,Reubi-Petitpierre,"François",10.07.1917,,,14
27614,Solari,Marco,28.12.1944,,,
27615,"Brülisauer-Eugster",Lorenz,26.06.1914,,,
27616,Gisiger,Heinz,,,,
27617,Roos,Susy,1921,,,
27618,"Möhl",Paul,1924,,,
27619,Eigenmann,"Guido 2",03.05.1910,,,
27620,Wild,Norbert,26.12.1913,,,
27621,Imobersteg,Ulrich,1923,,0,
27622,Reitz,Walter,1915,,,
27623,Ody,Louis,,,,
27624,Woodtli,Robert,31.12.1921,,,67
27625,Reinhard,Max,,,,
27626,Baumgartner,Eugen,21.06.1926,,,
27627,Gartmann,Rudolf,1927,,,
27628,"Métral",Raymond,,,,
27629,Borel,"François Théodore",27.06.1923,,,
27630,Kowalski-Schneider,Marlies,,,,
27631,Encrantz,Verena,,,,
27632,"Späti",Hanspeter,1934,,,
27633,"Lévy-Oville",Georges,,,,
27634,Ruchti,Karolina,,,,
27635,Nabholz,Andreas,1942,,,
27636,"Flückiger",Hansruedi,1930,,,
27637,Ammeter,Hans,29.08.1912,,,20
27638,Marti,Walter,1922,,,
27639,Bachmann,Gottfried,,,,
27640,Kientsch,Peter,1934,,,
27641,Carrel,Marcel,1914,,,
27642,Schmid,Alphons,1924,,,
27643,"Grünenfelder",Josef,1942,,,
27644,Lieber,Yves,1940,,,
27645,Ingold,Milo,1934,,,
27646,"Zurbrügg",Christoph,1946,,,
27647,Tscharland,Urs,,,,
27648,"Götsch",Walter,,,,
27649,Hintermann,Andreas,,,,
27650,Borella,Guido,1916,,,
27651,"Müller",Klaus,1924,,,
27652,Fardel,"Aimé",1910,,,
27653,Kunz,"Fritz 2",,,,
27654,Gfeller,Ursula,1929,,,
27655,Sordat,Jean,1916,,,
27656,Frutiger,Uarda,1911,,,
27657,Planta,Otto,1923,,,
27658,Aebi,Albert,1924,,,
27659,Gutzwiller,Paul,25.05.1929,,,
27660,"Gölden",Hubert,1911,,,
27661,Koller,Anton,1932,,,
27662,Kradolfer,Hanns,1917,,,
27663,Buol,Conrad,1916,,,
27664,Moser,Willy,1920,,,
27665,Semadeni,Andreas,1945,,,
27666,Oberholzer,Niklaus,1940,,,
27667,Rahm,Urs,09.04.1925,,,
27668,Cattaneo,Aldo,1912,,,
27669,Rhein,Georges,1946,,,
27670,Reinhard-Hess,Jolanda,1941,,,
27671,Rohrer,Carl,1942,,,
27672,Duc,Marcel,1921,,,
27673,Rudin,"Hans 2",1927,,,
27674,Kilchenmann,Klaus,1932,,,
27675,Gobbi,Elio,1912,,,
27676,Naef,Herbert,1921,,0,
27677,Zwicky,Rudolf,30.11.1923,,,
27678,"représentant de l'OF de l'éducation",,,,,
